id,name,brand,family,top_notes,middle_notes,base_notes,mood_tags,valence,arousal,dominance,source
789,Santal d'Assam Perfume oil,Unknown,citrus,bergamot|black_pepper,rose,white_musk|cedar|vanilla,joyful,0.72,0.475,0.48,huggingface
790,Bliss du Boche Oud Pure Oud,Unknown,floral,mandarin|black_pepper,rose|violet,oud,joyful,0.664,0.564,0.58,huggingface
791,Sultan Musk Attar Perfume Oil,Unknown,musk,grapefruit|black_pepper,rose,white_musk,joyful,0.7225,0.575,0.475,huggingface
792,Namasoma Organic Oud Pure Oud,Unknown,floral,mandarin,rose|magnolia,vanilla,joyful,0.825,0.44,0.4025,huggingface
793,Spicematic Eau de Parfum,Unknown,spicy,ginger|mint,saffron|pine,frankincense|cedar,powerful,0.57,0.565,0.6083,huggingface
794,Meet Me On The Corner Eau de Parfum,Unknown,citrus,lemon|mandarin|bergamot,magnolia|oakmoss,sandalwood|white_musk|patchouli,joyful,0.6887,0.4988,0.4788,huggingface
795,Aseel Attar / Perfume Oil,Unknown,spicy,ginger|bergamot,cardamom|geranium,oud|white_musk|cedar,balanced,0.6343,0.5514,0.5586,huggingface
796,Arabesque Attar / Perfume Oil,Unknown,citrus,mandarin|bergamot,saffron|rose|geranium,oud|cedar|white_musk|amber|vanilla,joyful,0.679,0.465,0.539,huggingface
797,Mutheer Attar / Perfume Oil,Unknown,citrus,bergamot|orange,rose|peony,oud|amber|cedar|white_musk,joyful,0.7025,0.4763,0.5312,huggingface
798,Rose Du Bois Attar / Perfume Oil,Unknown,spicy,,saffron|cardamom|rose,amber,powerful,0.6375,0.5,0.6325,huggingface
799,Aran Parfum,Unknown,woody,,oakmoss|saffron|jasmine|cardamom,leather|frankincense|benzoin|tobacco|vetiver|oud|sandalwood,powerful,0.4973,0.4427,0.7118,huggingface
800,Anatolia Parfum,Unknown,leather,mandarin,cinnamon,leather|oud|patchouli|amber|frankincense|honey|suede,powerful,0.56,0.4744,0.6544,huggingface
801,Mandodari Parfum,Unknown,woody,black_pepper,tuberose|coffee|oakmoss,tobacco|sandalwood,powerful,0.52,0.54,0.67,huggingface
802,Mriga Parfum,Unknown,woody,lime,oakmoss|rose|jasmine,white_musk|benzoin|oud|vetiver|sandalwood|cedar|labdanum,balanced,0.6009,0.4,0.5945,huggingface
803,Vetiver Nocturne Absolu Extrait de Parfum,Unknown,woody,,neroli|oakmoss,vetiver|sandalwood|amber|oud|frankincense,calming|powerful,0.5386,0.3643,0.6571,huggingface
804,Oud Sinharaja Extrait de Parfum,Unknown,citrus,bergamot|grapefruit,cardamom|magnolia|jasmine,oud|cedar|labdanum,balanced,0.6462,0.5438,0.57,huggingface
805,Black Ambergris Parfum Extrait,Unknown,oriental,,coffee,frankincense|amber|benzoin,calming|powerful,0.6075,0.3875,0.63,huggingface
806,Silver Ambergris Parfum Extrait,Unknown,floral,,rose,amber|cedar,joyful|calming,0.6667,0.3667,0.59,huggingface
807,Golden Ambergris Parfum Extrait,Unknown,leather,black_pepper,iris,leather|sandalwood|amber,powerful,0.572,0.47,0.636,huggingface
808,Medullary-ray Eau de Parfum,Unknown,woody,green_tea,cardamom|iris|rose,frankincense|vetiver|cedar|birch|sandalwood,balanced,0.5967,0.4167,0.5833,huggingface
809,Carduus Eau de Parfum,Unknown,spicy,black_pepper,marine|rose|clove|tuberose|coffee,honey|white_musk|tobacco|cedar,balanced,0.62,0.539,0.58,huggingface
810,Trimerous Eau de Parfum,Unknown,musk,bergamot|pink_pepper,iris,oud|suede|white_musk|ambroxan|vanilla|frankincense,balanced,0.64,0.4456,0.5656,huggingface
811,Phloem Eau de Parfum,Unknown,oriental,mandarin|green_tea,,honey|vanilla|ambroxan|sandalwood|tonka_bean,joyful|calming,0.7557,0.3943,0.43,huggingface
812,Nectary Eau de Parfum,Unknown,musk,mandarin,rose,oud|ambroxan|frankincense|labdanum|white_musk,powerful,0.6114,0.4143,0.6186,huggingface
813,Salam Eau de Parfum,Unknown,citrus,bergamot|mandarin,jasmine,amber|white_musk|sandalwood,joyful,0.7433,0.4783,0.4883,huggingface
814,Allegretto 7.2 Eau de Parfum,Unknown,woody,mint,geranium,vetiver|tobacco|cedar|vanilla|benzoin,balanced,0.6086,0.4343,0.5443,huggingface
815,Peregrina Extrait de Parfum,Unknown,floral,,rose|lily_of_the_valley|jasmine|ylang_ylang,vanilla|amber|caramel|frankincense|white_musk|oud,joyful|calming,0.7,0.379,0.526,huggingface
816,Cigar Rum Eau de Parfum,Unknown,oriental,mandarin,marine,amber|tobacco|cedar|vetiver|benzoin|labdanum,balanced,0.5813,0.4363,0.5938,huggingface
817,Peau d'Ambre Eau de Parfum,Unknown,oriental,,,frankincense|benzoin|amber|leather,calming|powerful,0.5375,0.3575,0.695,huggingface
818,L'Eau A La Rose Eau de Toilette,Unknown,floral,mandarin,rose|peony|violet,white_musk,joyful,0.792,0.44,0.436,huggingface
819,Rose Prick Eau de Parfum,Unknown,floral,black_pepper,rose,patchouli|tonka_bean,balanced,0.6125,0.4725,0.585,huggingface
820,20 20 Eau de Parfum,Unknown,floral,pink_pepper,rose|geranium,benzoin|patchouli|amber,balanced,0.6383,0.445,0.575,huggingface
821,Angelys Pear Eau de Toilette,Unknown,citrus,bergamot|lemon|mandarin,jasmine|rose|oakmoss,patchouli|white_musk,joyful,0.7075,0.5287,0.5062,huggingface
822,Ligno Extrait de Parfum,Unknown,oriental,bergamot,saffron|rose,labdanum|amber|benzoin|tonka_bean|patchouli|white_musk,calming,0.63,0.3944,0.5711,huggingface
823,Unnamed Eau de Parfum,Unknown,floral,pink_pepper,iris|violet|oakmoss,benzoin,balanced,0.644,0.412,0.544,huggingface
824,Hongkong Oolong Eau de Parfum,Unknown,spicy,green_tea|ginger|mandarin,cinnamon|clove|cardamom|jasmine|magnolia,white_musk|sandalwood|tonka_bean|vanilla|honey,joyful,0.7223,0.4877,0.4777,huggingface
825,Salted Green Mango Eau de Parfum,Unknown,citrus,green_tea|orange|petitgrain|lime|bergamot|grapefruit|mandarin,pine|magnolia|marine,sandalwood|vetiver,joyful,0.7458,0.6125,0.4208,huggingface
826,SM Cafe Eau de Parfum,Unknown,leather,mandarin,coffee|geranium|rose,leather|suede|amber|benzoin|tobacco|cedar|tonka_bean|honey|patchouli,balanced,0.6038,0.45,0.5946,huggingface
827,Aroon Sawat Eau de Parfum,Unknown,citrus,mandarin|grapefruit|orange|bergamot,tuberose|rose,frankincense|amber|sandalwood,joyful,0.7378,0.55,0.5056,huggingface
828,Burning Ben Eau de Parfum,Unknown,oriental,mandarin|black_pepper,coffee|saffron,tobacco|leather|patchouli|frankincense|birch|labdanum|honey|amber,powerful,0.5075,0.5008,0.6708,huggingface
829,Cigar Rum Intense Extrait de Parfum,Unknown,oriental,mandarin,coffee|cinnamon|rose|marine,amber|tobacco|cedar|vetiver|benzoin|labdanum|leather,powerful,0.5892,0.4925,0.6167,huggingface
830,Oliver Eau de Parfum,Unknown,citrus,orange|grapefruit|bergamot|mandarin|petitgrain|green_tea|basil|pink_pepper,magnolia|iris|rose|oakmoss|marine,leather|tobacco|ambroxan|patchouli|vetiver|sandalwood,joyful,0.6521,0.5479,0.5289,huggingface
831,Lumberjack Cologne Eau de Parfum,Unknown,citrus,lemon|bergamot|grapefruit|mandarin,iris|guaiac_wood|oakmoss,cedar|leather,joyful,0.6589,0.5633,0.5278,huggingface
832,Sangre Dulce Eau de Parfum,Unknown,floral,mandarin|orange,rose|cinnamon|ylang_ylang,honey|tobacco|benzoin|patchouli,joyful,0.6733,0.5178,0.5511,huggingface
833,Mandarava Extrait de Parfum,Unknown,floral,,jasmine|ylang_ylang|rose|cinnamon|oakmoss|tuberose,frankincense|sandalwood|oud|patchouli|benzoin|amber,powerful,0.5975,0.4267,0.6475,huggingface
834,Ma Nishtana Extrait de Parfum,Unknown,spicy,pink_pepper|black_pepper,saffron|rose|cardamom|clove,amber|frankincense|labdanum|sandalwood|patchouli|tobacco|leather,powerful,0.5185,0.5115,0.6862,huggingface
835,Thichila Eau de Parfum,Unknown,floral,lime,saffron|jasmine|tuberose|rose|cinnamon,frankincense|amber|oud|sandalwood|vetiver,powerful,0.6155,0.4845,0.6336,huggingface
836,Mohragot Eau de Parfum,Unknown,woody,lime,jasmine|clove|rose|cinnamon|oakmoss,frankincense|benzoin|oud|sandalwood|vetiver,powerful,0.6018,0.4591,0.6264,huggingface
837,Tiwa Eau de Parfum,Unknown,citrus,mandarin|lime|orange|petitgrain|basil,,patchouli|vetiver|sandalwood,joyful,0.6812,0.5837,0.4775,huggingface
838,Tom Yum Eau de Parfum,Unknown,citrus,lime|lemon|petitgrain|grapefruit,jasmine,patchouli,joyful|energetic,0.7367,0.6733,0.4467,huggingface
839,Natsumeku Eau de Parfum,Unknown,citrus,yuzu|orange|mandarin|bergamot,geranium|neroli|iris|rose|oakmoss,,joyful,0.7578,0.5689,0.4622,huggingface
840,Maruyama Eau de Parfum,Unknown,woody,,rose,frankincense|sandalwood|ambroxan|cedar|vetiver,calming|powerful,0.59,0.35,0.6283,huggingface
841,If by RK Eau de Parfum,Unknown,woody,ginger|black_pepper|bergamot|green_tea,cinnamon|guaiac_wood,cedar|sandalwood|patchouli|tonka_bean,balanced,0.625,0.523,0.551,huggingface
842,Musc Moschus Eau De Parfum,Unknown,citrus,bergamot|mandarin,iris,sandalwood|vanilla|white_musk,joyful,0.7717,0.4367,0.415,huggingface
843,War and Peace II Extrait de Parfum,Unknown,oriental,,rose,amber|frankincense|leather|benzoin|patchouli,calming|powerful,0.55,0.3783,0.675,huggingface
844,Ummo Eau de Parfum,Unknown,leather,,jasmine,tobacco|tonka_bean,powerful,0.5933,0.43,0.63,huggingface
845,What About Pop Eau de Parfum,Unknown,oriental,,,caramel|vanilla|amber|benzoin,joyful|calming,0.765,0.2675,0.4125,huggingface
846,Dendera Extrait de Parfum,Unknown,oriental,,cinnamon|iris|rose,frankincense|labdanum|sandalwood|oud|vetiver|amber,calming|powerful,0.5789,0.3833,0.6467,huggingface
847,Gaea Eau de Parfum,Unknown,floral,green_tea|mandarin,tuberose|rose|geranium|iris,vetiver|honey|cedar|patchouli|ambroxan|amber,joyful,0.6617,0.44,0.5442,huggingface
848,Mile High Eau de Parfum,Unknown,woody,,pine,tonka_bean|patchouli,balanced,0.55,0.4067,0.5633,huggingface
849,Milano Cento Deodorant Stick,Unknown,citrus,lemon|bergamot|petitgrain|basil,geranium|rose|clove|cinnamon,sandalwood|patchouli|amber|white_musk,joyful,0.685,0.535,0.5142,huggingface
850,Telegrama Eau de Parfum,Unknown,floral,black_pepper|bergamot,geranium,sandalwood|vanilla,joyful,0.714,0.514,0.472,huggingface
851,Koiame Eau de Parfum,Unknown,floral,mandarin|bergamot|lemon|green_tea,rose|jasmine|magnolia|violet|marine|oakmoss,white_musk|cedar,joyful,0.7433,0.5183,0.4583,huggingface
852,Hakka Eau de Parfum,Unknown,floral,bergamot|mint|green_tea,jasmine|lily_of_the_valley|iris,white_musk|amber|cedar,joyful,0.73,0.4889,0.47,huggingface
853,Wood Flake Eau de Parfum,Unknown,woody,,rose,cedar|vetiver|sandalwood|white_musk|vanilla,joyful|calming,0.665,0.32,0.505,huggingface
854,Divine Vanille Eau de Parfum,Unknown,oriental,black_pepper,cinnamon|rose,frankincense|vanilla|tonka_bean|benzoin|cedar|white_musk|patchouli,calming,0.645,0.398,0.552,huggingface
855,Acqua di Scandola Eau de Parfum,Unknown,woody,,oakmoss,,calming|powerful,0.42,0.3,0.7,huggingface
856,Bee Extrait de Parfum,Unknown,oriental,orange|ginger,,benzoin|labdanum|white_musk|sandalwood|tonka_bean|vanilla,joyful|calming,0.6925,0.3912,0.475,huggingface
857,Majaina Sin Eau de Parfum,Unknown,citrus,orange|petitgrain|bergamot|ginger,neroli|cinnamon,vanilla|tonka_bean|amber|sandalwood|white_musk,joyful,0.7427,0.5009,0.4545,huggingface
858,Mxxx. Extrait de Parfum,Unknown,oriental,ginger|pink_pepper,saffron,frankincense|cedar|sandalwood|vetiver|patchouli|benzoin|amber|vanilla,powerful,0.5791,0.4164,0.6018,huggingface
859,Meraki Eau de Parfum,Unknown,woody,bergamot|mandarin,rose|jasmine,ambroxan|honey|cedar|white_musk|sandalwood|patchouli,joyful,0.693,0.451,0.525,huggingface
860,Lust in Paradise X Reine Paradis Eau de Parfum,Unknown,spicy,pink_pepper,peony,cedar|white_musk|amber,joyful,0.678,0.428,0.52,huggingface
861,Copper Eau de Parfum,Unknown,oriental,pink_pepper|mandarin|ginger,violet,tobacco|amber|vanilla|frankincense,balanced,0.6462,0.4938,0.5475,huggingface
862,Gold Extrait de Parfum,Unknown,oriental,mandarin|bergamot|pink_pepper,rose|clove|geranium|cinnamon,benzoin|frankincense|patchouli|vanilla|tonka_bean|vetiver,joyful,0.6654,0.48,0.5423,huggingface
863,Atlas Fever Eau de Parfum,Unknown,oriental,pink_pepper,,frankincense|cedar|sandalwood|tonka_bean|vanilla,joyful|calming,0.6533,0.3683,0.5283,huggingface
864,Re-Charge Black Pepper Deodorant Stick,Unknown,spicy,black_pepper|lemon,violet,vetiver|amber,joyful,0.66,0.524,0.524,huggingface
865,Hedonist Absolute Eau de Parfum,Unknown,floral,orange,jasmine,birch|tobacco|vanilla,balanced,0.612,0.498,0.56,huggingface
866,Hedonist Iris Absolute Eau de Parfum,Unknown,oriental,,iris|coffee,leather|vanilla|amber|cedar,balanced,0.615,0.4283,0.5833,huggingface
867,Hedonist Rose Absolute Eau de Parfum,Unknown,woody,,rose,oud|amber|sandalwood,calming|powerful,0.605,0.38,0.65,huggingface
868,Patchouli in Perfumery Magazine,Unknown,woody,,,amber|cedar|patchouli,calming|powerful,0.5167,0.3667,0.6467,huggingface
869,Le Pavillon d'Or Eau de Parfum,Unknown,fresh,mint|green_tea,iris|oakmoss,honey|frankincense|sandalwood,joyful,0.6557,0.4214,0.5157,huggingface
870,Les Annees 25 Bis Eau de Parfum,Unknown,citrus,bergamot|lemon|orange|mandarin,rose|iris|ylang_ylang,benzoin|vetiver|patchouli|ambroxan,joyful,0.7109,0.5255,0.5118,huggingface
871,Odeur Du Theatre Du Chatelet Acte 1 Eau de Toilette,Unknown,musk,black_pepper|orange,rose|coffee|iris,ambroxan|cedar|white_musk,joyful,0.68,0.5162,0.54,huggingface
872,Zdravetz Eau de Parfum,Unknown,citrus,grapefruit|bergamot|mandarin,rose,cedar|leather|vanilla,joyful,0.7229,0.5557,0.49,huggingface
873,Corpse Reviver Eau de Parfum,Unknown,citrus,orange|mandarin,rose|coffee,vanilla,joyful,0.8,0.572,0.436,huggingface
874,Elysium Parfum Cologne,Unknown,woody,lemon|bergamot|pink_pepper|black_pepper,marine|rose|oakmoss|guaiac_wood,labdanum|vetiver|cedar|sandalwood,balanced,0.62,0.5183,0.56,huggingface
875,Creation-E Parfum Cologne,Unknown,floral,bergamot|ginger|black_pepper,geranium|rose|neroli|cardamom,patchouli|tobacco|sandalwood|benzoin|vanilla|ambroxan,balanced,0.6423,0.5062,0.5585,huggingface
876,Danger Parfum Cologne,Unknown,woody,lemon|bergamot|green_tea,geranium|lily_of_the_valley|violet|clove|oakmoss,patchouli|cedar|vetiver|vanilla|tonka_bean|leather|ambroxan|white_musk,balanced,0.6444,0.4525,0.5219,huggingface
877,Scandal Parfum Cologne,Unknown,woody,lemon|bergamot|petitgrain|mint|basil|green_tea,geranium|lily_of_the_valley|rose|violet|cardamom|clove|oakmoss,patchouli|vetiver|cedar|sandalwood|tonka_bean|labdanum|ambroxan|white_musk,joyful,0.6576,0.49,0.5162,huggingface
878,Vetiver Parfum Cologne,Unknown,woody,lemon|bergamot|pink_pepper|black_pepper,marine|rose|oakmoss|guaiac_wood,labdanum|vetiver|cedar|sandalwood,balanced,0.62,0.5183,0.56,huggingface
879,La Capitale Parfum,Unknown,oriental,mandarin|ginger,saffron|rose,caramel|labdanum|leather|amber|benzoin|vanilla,joyful,0.654,0.444,0.553,huggingface
880,SpeM PetraM Eau de Parfum,Unknown,oriental,,cinnamon|saffron|rose,frankincense|benzoin|white_musk|cedar,powerful,0.6286,0.41,0.6071,huggingface
881,Oud Maximus Autumn 19 Extrait de Parfum,Unknown,spicy,bergamot|orange|pink_pepper,jasmine|cardamom|rose|magnolia|clove,tonka_bean|oud|birch|benzoin|vanilla|white_musk,joyful,0.6793,0.4964,0.5286,huggingface
882,Vetiver Nocturne Autumn 19 Extrait de Parfum,Unknown,woody,bergamot,neroli|cardamom|jasmine|oakmoss,vetiver|frankincense|sandalwood|oud|ambroxan,powerful,0.599,0.462,0.625,huggingface
883,Love Mimosa Eau de Parfum,Unknown,floral,mandarin,violet|iris|ylang_ylang,ambroxan,joyful,0.732,0.48,0.506,huggingface
884,Female Christ Eau de Parfum,Unknown,fresh,eucalyptus|green_tea,geranium|cinnamon,patchouli|vanilla|ambroxan|benzoin|cedar,joyful,0.6533,0.4644,0.5189,huggingface
885,Atomic Rose Eau de Parfum,Unknown,floral,bergamot|pink_pepper,rose|jasmine,vanilla,joyful,0.78,0.538,0.48,huggingface
886,Mizunara Eau de Parfum,Unknown,floral,,rose|geranium,patchouli|labdanum|benzoin|sandalwood,calming,0.595,0.365,0.595,huggingface
887,Fall Into Stars Eau de Parfum,Unknown,spicy,pink_pepper|ginger|bergamot,saffron|rose,oud|benzoin,powerful,0.6286,0.5757,0.6143,huggingface
888,Chypre-Siam Eau de Toilette,Unknown,woody,lime|black_pepper|basil,oakmoss|jasmine|ylang_ylang,leather|sandalwood|benzoin,balanced,0.6189,0.5333,0.5867,huggingface
889,Tabac Vert Eau de Toilette,Unknown,woody,black_pepper|bergamot,oakmoss|rose|jasmine,tobacco|sandalwood|amber,powerful,0.615,0.4888,0.615,huggingface
890,Mousse Illuminee Eau de Toilette,Unknown,oriental,green_tea,rose,frankincense|cedar|white_musk,joyful|calming,0.67,0.382,0.53,huggingface
891,40 Rogue Eau de Toilette,Unknown,citrus,bergamot|mandarin|basil,rose|oakmoss,white_musk,joyful,0.7233,0.52,0.4767,huggingface
892,Derviche Eau de Toilette,Unknown,oriental,bergamot,jasmine|saffron,labdanum|vanilla|frankincense|sandalwood|white_musk|tobacco|leather,powerful,0.576,0.435,0.623,huggingface
893,Radish x Vetiver Eau de Parfum,Unknown,woody,,,vetiver,calming|powerful,0.45,0.32,0.65,huggingface
894,Chlorophyll x Gardenia Eau de Parfum,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
895,Celluloid x Galbanum Eau de Parfum,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
896,Soleil Neige Eau de Parfum,Unknown,oriental,bergamot|orange,rose|jasmine,labdanum|benzoin|vanilla,joyful,0.7471,0.4629,0.4957,huggingface
897,Wonder Of You Eau de Parfum,Unknown,citrus,mandarin|grapefruit,cucumber,ambroxan|white_musk,joyful,0.766,0.54,0.402,huggingface
898,Riviera Drive Eau de Parfum,Unknown,woody,lemon,rose,cedar|patchouli|white_musk,joyful,0.664,0.464,0.514,huggingface
899,Pomelo Riviera Eau de Parfum,Unknown,citrus,grapefruit|bergamot|orange,jasmine|rose,cedar,joyful,0.775,0.6083,0.4767,huggingface
900,Riviera Lazuli Eau de Parfum,Unknown,citrus,lemon|bergamot,,cedar|benzoin|frankincense,joyful,0.696,0.496,0.524,huggingface
901,Yoyogi Eau de Toilette,Unknown,woody,,,cedar,calming|powerful,0.55,0.38,0.62,huggingface
902,Chloe Sevigny Little Flower Eau de Parfum,Unknown,citrus,mandarin|grapefruit,peony|rose,honey|white_musk,joyful,0.805,0.49,0.41,huggingface
903,Baie 19 Eau de Parfum,Unknown,musk,,,patchouli|ambroxan|white_musk,calming,0.5633,0.3667,0.5833,huggingface
904,Across The Ocean Eau de Parfum,Unknown,citrus,bergamot|lemon,rose,cedar|oud|tonka_bean|vanilla|white_musk,joyful,0.7212,0.4525,0.4812,huggingface
905,Terrible Teddy Eau de Parfum,Unknown,oriental,,,frankincense|leather|ambroxan,powerful,0.48,0.4267,0.76,huggingface
906,Heartless Helen Eau de Parfum,Unknown,citrus,mandarin,tuberose,cedar,joyful,0.69,0.5667,0.55,huggingface
907,Plumeria de Orris Extrait de Parfum,Unknown,woody,mandarin,iris,sandalwood|vanilla|frankincense|vetiver,joyful|calming,0.6683,0.365,0.5183,huggingface
908,Love Kills Eau de Parfum,Unknown,floral,green_tea,rose|geranium,ambroxan|patchouli|cedar|white_musk,balanced,0.6457,0.4214,0.5357,huggingface
909,Oriental Leather Eau de Parfum,Unknown,oriental,,geranium|cinnamon,leather|benzoin|patchouli|vanilla,balanced,0.6,0.445,0.585,huggingface
910,Rolling in Love Eau de Parfum,Unknown,gourmand,,iris,almond|white_musk,joyful|calming|delicate,0.7533,0.3033,0.3933,huggingface
911,Ambre Khandjar Eau de Parfum,Unknown,oriental,mandarin,iris|ylang_ylang,labdanum|vanilla|sandalwood|patchouli|benzoin,joyful|calming,0.6512,0.3887,0.535,huggingface
912,Jardins de Misfah Eau de Parfum,Unknown,spicy,,cardamom|rose|saffron,almond,joyful,0.68,0.495,0.5575,huggingface
913,Suma Oriental Eau de Parfum,Unknown,woody,,coffee,patchouli|sandalwood|tonka_bean|cedar|white_musk,calming,0.5983,0.3917,0.5517,huggingface
914,Mr. Vetiver Eau de Parfum,Unknown,citrus,grapefruit|lime|basil,cardamom|geranium,vetiver|amber,joyful,0.6857,0.5857,0.4829,huggingface
915,Fleur des Fleurs Eau de Parfum,Unknown,oriental,bergamot|grapefruit,saffron|jasmine|ylang_ylang,benzoin|sandalwood|vanilla|amber|oud,joyful,0.672,0.477,0.56,huggingface
916,Murmure des Dieux Eau de Parfum,Unknown,gourmand,,,almond|vanilla|white_musk,joyful|calming|delicate,0.7967,0.26,0.32,huggingface
917,Bohemian Soul Eau de Parfum,Unknown,woody,,guaiac_wood|iris,frankincense|sandalwood,calming|powerful,0.58,0.32,0.6125,huggingface
918,Memory Motel Eau de Parfum,Unknown,oriental,bergamot,iris,frankincense|patchouli|vanilla|tobacco|leather,powerful,0.5529,0.4486,0.6257,huggingface
919,Kalan Eau de Parfum,Unknown,woody,orange|black_pepper,geranium|oakmoss,cedar,balanced,0.62,0.552,0.56,huggingface
920,Aventus Cologne Eau de Parfum,Unknown,woody,ginger|mandarin,rose,patchouli|sandalwood|vetiver|birch|white_musk|tonka_bean,balanced,0.6089,0.4344,0.5444,huggingface
921,Harem Soiree Parfum,Unknown,musk,,rose,ambroxan|frankincense,calming|powerful,0.64,0.3667,0.65,huggingface
922,Velvet Rouge,Unknown,gourmand,black_pepper|mandarin,coffee,vetiver,balanced,0.6175,0.64,0.575,huggingface
923,Bois Sacre Parfum,Unknown,woody,,,oud|sandalwood|labdanum,calming|powerful,0.4633,0.3667,0.7233,huggingface
924,Samharam Parfum,Unknown,oriental,,,frankincense|benzoin,calming|powerful,0.59,0.265,0.65,huggingface
925,Sucre Noir Parfum,Unknown,oriental,,,vanilla,joyful|calming|delicate,0.85,0.22,0.28,huggingface
926,Oeilleres Parfum Extrait,Unknown,fresh,eucalyptus,geranium,frankincense|white_musk,balanced,0.6425,0.46,0.5075,huggingface
